"ID","Player","Team","Position","Rookie","RkOv","Status","Opponent","FPts","FP/G","FG-","3PTM","FT-","PTS","REB","AST","ST","BLK","TO","3D","2D"
"*038xl*","Dewayne Dedmon","(N/A)","C","","870","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03ulp*","Bryce Dejean-Jones","NO","PG,SG,G","","871","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03byi*","Sam Dekker","(N/A)","SF,PF,F","","872","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qys*","Javin DeLaurier","(N/A)","PF,F,C","","868","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04xhx*","Angel Delgado","(N/A)","C","","873","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*038og*","Matthew Dellavedova","(N/A)","PG,G","","874","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06666*","Eric Demers","(N/A)","PG,SG,G","","875","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04z79*","Cody Demps","(N/A)","SG,G","","876","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06eo4*","Dexter Dennis","(N/A)","SG,G","","877","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04vy0*","Marcus Derrickson","(N/A)","PF,F","","878","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0623b*","Michael Devoe","(N/A)","SG,G","","879","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qvv*","Mamadi Diakite","(N/A)","PF,F","","880","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03llu*","Cheick Diallo","(N/A)","PF,F,C","","881","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*049sa*","Hamidou Diallo","(N/A)","SG,G","","882","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qz6*","Lamine Diane","(N/A)","SF,PF,F","","883","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mo7*","Mohamed Diarra","(N/A)","PF,F","","884","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06vxw*","Hunter Dickinson","(N/A)","C","","885","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031m8*","Gorgui Dieng","(N/A)","C","","886","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03e74*","Spencer Dinwiddie","(N/A)","PG,G","","887","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06vy1*","Eric Dixon","(N/A)","PF,F","","888","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mlp*","Nikola Djurisic","(N/A)","SF,PF,F","","889","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06ptx*","Marcus Domask","(N/A)","SF,F","","890","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04ex4*","Tyler Dorsey","(N/A)","PG,SG,G","","891","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04ex7*","Damyean Dotson","(N/A)","SG,G","","892","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qsu*","Devon Dotson","(N/A)","PG,SG,G","","893","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051ov*","Sekou Doumbouya","(N/A)","SF,PF,F","","894","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05wkd*","Jeff Dowtin","(N/A)","PG,G","","895","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04idm*","Milton Doyle","(N/A)","PG,G","","896","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04ik2*","PJ Dozier","(N/A)","SG,G","","897","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06gnm*","Henri Drell","(N/A)","SF,F","","898","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*038xh*","Larry Drew II","NO","PG,G","","899","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05uin*","Chris Duarte","(N/A)","SG,G","","900","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mmj*","Alex Ducas","(N/A)","SG,G,SF,F","","901","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03sdf*","Duje Dukan","(N/A)","SF,F","","902","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05wvu*","David Duke","(N/A)","SG,G","","903","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*049pk*","Kellen Dunham","(N/A)","SG,G","","904","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*064s8*","Anthony Duruji","(N/A)","SF,PF,F","","905","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*049kg*","Trevon Duval","(N/A)","PG,G","","906","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03e70*","Cleanthony Early","(N/A)","SF,F","","907","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mo6*","Sean East","(N/A)","PG,G","","908","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*01uzb*","Devin Ebanks","(N/A)","SG,G,SF,F","","909","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qxu*","Paul Eboua","(N/A)","SF,PF,F","","910","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05uxy*","Jaime Echenique","(N/A)","C","","911","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03ku7*","Jarell Eddie","(N/A)","SG,G","","912","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051pd*","Carsen Edwards","(N/A)","SG,G","","913","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mq1*","Jesse Edwards","(N/A)","C","","914","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05uji*","Kessler Edwards","(N/A)","SF,PF,F","","915","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*065b7*","Kyler Edwards","(N/A)","PG,SG,G","","916","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05xcl*","Rob Edwards","(N/A)","SG,G","","917","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04qss*","Vincent Edwards","(N/A)","SF,F","","918","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059g6*","John Egbunu","(N/A)","C","","919","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03wow*","Nnanna Egwu","(N/A)","C","","920","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03hz0*","Melvin Ejim","(N/A)","SF,PF,F","","921","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05quc*","CJ Elleby","(N/A)","SF,F","","922","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*042nd*","Henry Ellenson","(N/A)","PF,F","","923","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06pw5*","Boogie Ellis","(N/A)","PG,G","","924","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*048yi*","Perry Ellis","(N/A)","PF,F","","925","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05y9z*","Malik Ellison","(N/A)","PG,SG,G,SF,PF,F","","926","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031n0*","James Ennis","(N/A)","SF,F","","927","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03byh*","Tyler Ennis","(N/A)","PG,G","","928","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06q8b*","Aaron Estrada","(N/A)","PG,G","","929","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04qs5*","Jacob Evans","(N/A)","SG,G","","930","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04ex2*","Jawun Evans","(N/A)","PG,G","","931","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04xie*","Keenan Evans","DET","PG,G","","932","FA","BOS Tue 12:00PM","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*01eoh*","Tyreke Evans","(N/A)","PG,SG,G","","933","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06hfc*","Tosan Evbuomwan","(N/A)","SF,F","","934","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03acx*","Dante Exum","(N/A)","PG,G","","935","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02nfu*","Festus Ezeli","(N/A)","C","","936","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03jxp*","C.J. Fair","(N/A)","PF,F","","937","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*027p7*","Kenneth Faried","(N/A)","PF,F,C","","938","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*01uyt*","Derrick Favors","(N/A)","PF,F,C","","939","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*042od*","Kay Felder","(N/A)","PG,G","","940","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03rxn*","Cristiano Felicio","(N/A)","C","","941","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031mj*","Carrick Felix","(N/A)","SG,G,SF,F","","942","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04ewl*","Terrance Ferguson","(N/A)","SG,G,SF,F","","943","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*049le*","Vashil Fernandez","(N/A)","C","","944","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051pe*","Bruno Fernando","(N/A)","C","","945","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0483a*","Yogi Ferrell","(N/A)","PG,SG,G","","946","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mot*","Max Fiedler","(N/A)","SF,PF,F","","947","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05xoj*","L.J. Figueroa","(N/A)","PG,SG,G,SF,PF,F","","948","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qzg*","Malik Fitts","(N/A)","PF,F","","949","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mnz*","Allen Flanigan","(N/A)","PG,SG,G","","950","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059wt*","Skyler Flatten","(N/A)","SG,G","","951","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06pfe*","Trentyn Flowers","(N/A)","SF,F","","952","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qsn*","Malachi Flynn","(N/A)","PG,G","","953","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02wy0*","Kyle Fogg","(N/A)","PG,SG,G","","954","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04847*","Bryn Forbes","(N/A)","SG,G","","955","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05y7a*","Aleem Ford","(N/A)","SF,F","","956","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qzf*","Jordan Ford","(N/A)","PG,G","","957","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0480a*","Quincy Ford","(N/A)","SF,F","","958","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qu7*","Trent Forrest","(N/A)","PG,G","","959","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05xob*","Marcus Foster","(N/A)","SG,G","","960","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0623g*","Michael Foster","(N/A)","SF,PF,F","","961","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02nfk*","Evan Fournier","(N/A)","SG,G","","962","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06hdw*","Armaan Franklin","(N/A)","PG,G","","963","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031mr*","Jamaal Franklin","DEN","SG,G,SF,F","","964","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059fu*","Robert Franks","(N/A)","SF,F","","965","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04qsc*","Melvin Frazier Jr.","(N/A)","SG,G","","966","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03v03*","Michael Frazier","(N/A)","SG,G","","967","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03ku2*","Tim Frazier","(N/A)","PG,G","","968","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0493y*","Trey Freeman","(N/A)","PG,G","","969","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*062k1*","Javon Freeman-Liberty","(N/A)","PG,G","","970","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mop*","Samson Froling","(N/A)","C","","971","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06fwl*","Alex Fudge","(N/A)","SF,F","","972","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*049s6*","Markelle Fultz","(N/A)","PG,G","","973","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06hdv*","Andrew Funk","(N/A)","SG,G","","974","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06qf9*","Taylor Funk","(N/A)","SF,PF,F","","975","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04vu2*","Wenyen Gabriel","(N/A)","PF,F","","976","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0393q*","Abdul Gaddy","(N/A)","PG,SG,G","","977","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*01uzm*","Tiny Gallon","(N/A)","PF,F","","978","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06kv0*","Jaylin Galloway","(N/A)","SF,F","","979","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03k50*","Langston Galloway","(N/A)","SG,G","","980","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059cf*","Jakeenan Gant","(N/A)","SG,G","","981","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*073y0*","Andersson Garcia","(N/A)","PF,F","","982","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*07241*","Dawson Garcia","(N/A)","SF,PF,F,C","","983","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06hrf*","Patrick Gardner","(N/A)","C","","984","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*045qh*","Patricio Garino","(N/A)","SG,G","","985","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05wah*","Marcus Garrett","(N/A)","SG,G","","986","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05uix*","Usman Garuba","(N/A)","PF,F","","987","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04xdt*","Kaiser Gates","(N/A)","SF,F","","988","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*042o8*","Michael Gbinije","(N/A)","SF,F","","989","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0490w*","Marcus Georges-Hunt","(N/A)","SG,G","","990","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*01en8*","Taj Gibson","(N/A)","C","","991","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03xmw*","Harry Giles","(N/A)","C","","992","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qu6*","Romaro Gill","(N/A)","C","","993","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qzc*","Freddie Gillespie","(N/A)","SF,PF,F","","994","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*065ut*","Jacob Gilyard","(N/A)","PG,G","","995","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*065vf*","Grant Golden","(N/A)","SF,PF,F","","996","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031mf*","Archie Goodwin","(N/A)","PG,SG,G","","997","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04w4b*","Brandon Goodwin","(N/A)","PG,G","","998","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06hsn*","Dane Goodwin","(N/A)","SG,G","","999","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*005kf*","Eric Gordon","(N/A)","SG,G,SF,F","","1000","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06hi9*","Jazian Gortman","(N/A)","PG,G","","1001","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*062sq*","Kellan Grady","(N/A)","PG,SG,G","","1002","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04qsb*","Devonte' Graham","(N/A)","PG,G","","1003","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03ua0*","Treveon Graham","(N/A)","SG,G,SF,F","","1004","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03r7g*","Jerian Grant","(N/A)","PG,SG,G","","1005","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04vqv*","Donte Grantham","(N/A)","SG,G","","1006","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*057ow*","Hassani Gravett","(N/A)","PG,G","","1007","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04mr6*","Josh Gray","(N/A)","PG,G","","1008","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05ujx*","RaiQuan Gray","(N/A)","PF,F","","1009","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04uq2*","Rob Gray","(N/A)","PG,G","","1010","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06moi*","Darin Green","(N/A)","SG,G","","1011","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031mw*","Erick Green","(N/A)","PG,SG,G","","1012","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03927*","JaMychal Green","(N/A)","PF,F","","1013","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*001ax*","Jeff Green","(N/A)","PF,F","","1014","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0621f*","AJ Griffin","(N/A)","SF,F","","1015","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*038kh*","Eric Griffin","(N/A)","SF,F","","1016","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*055si*","Marko Guduric","(N/A)","SG,G","","1017","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*063u8*","Mouhamadou Gueye","(N/A)","PF,F","","1018","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051pz*","Kyle Guy","(N/A)","SG,G","","1019","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04v3j*","Isaac Haas","(N/A)","C","","1020","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05quf*","Ashton Hagans","(N/A)","PG,G","","1021","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04qst*","Devon Hall","(N/A)","SG,G","","1022","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059qb*","Donta Hall","(N/A)","PF,F","","1023","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06303*","Jordan Hall","(N/A)","PG,SG,G,SF,PF,F","","1024","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qzm*","Josh Hall","(N/A)","SF,F","","1025","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mnr*","Malik Hall","(N/A)","SF,PF,F","","1026","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05r05*","Tyler Hall","(N/A)","PG,SG,G","","1027","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06237*","Bryce Hamilton","(N/A)","SG,G","","1028","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*042of*","Daniel Hamilton","(N/A)","SF,F","","1029","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04lk8*","Isaac Hamilton","(N/A)","SG,G","","1030","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04xid*","Johnny Hamilton","(N/A)","C","","1031","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02ng9*","Justin Hamilton","(N/A)","PF,F,C","","1032","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qt7*","Rayshaun Hammonds","(N/A)","SF,PF,F","","1033","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*042o5*","A.J. Hammons","(N/A)","C","","1034","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qt5*","R.J. Hampton","(N/A)","PG,G","","1035","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051q0*","Jaylen Hands","(N/A)","PG,G","","1036","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03r7w*","Olivier Hanlan","(N/A)","PG,G","","1037","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04z9c*","Dusty Hannahs","(N/A)","PG,SG,G","","1038","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02nff*","Maurice Harkless","(N/A)","SF,F","","1039","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059ij*","Jared Harper","(N/A)","PG,G","","1040","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03tru*","KT Harrell","(N/A)","SG,G","","1041","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03byg*","Montrezl Harrell","(N/A)","C","","1042","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qso*","Jalen Harris","(N/A)","SG,G","","1043","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03e6z*","Joe Harris","(N/A)","SG,G,SF,F","","1044","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qzd*","Kevon Harris","(N/A)","SG,G","","1045","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03rzs*","Aaron Harrison","(N/A)","PG,G","","1046","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02xdr*","Andrew Harrison","(N/A)","PG,SG,G","","1047","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*048zs*","Shaquille Harrison","(N/A)","SG,G","","1048","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06ceq*","Joey Hauser","(N/A)","SF,F","","1049","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qt9*","Killian Hayes","(N/A)","PG,SG,G","","1050","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04k0q*","Nigel Hayes-Davis","(N/A)","SF,PF,F","","1051","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*01uz7*","Gordon Hayward","(N/A)","SF,F","","1052","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04ljk*","Reggie Hearn","(N/A)","SG,G","","1053","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06hfa*","Max Heidegger","(N/A)","PG,G","","1054","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05uuf*","Aaron Henry","(N/A)","SF,F","","1055","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04mmf*","Myke Henry","(N/A)","SF,F","","1056","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0665b*","Pierria Henry","(N/A)","PG,SG,G","","1057","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*02nfe*","John Henson","(N/A)","PF,F,C","","1058","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*051q3*","Dewan Hernandez","(N/A)","C","","1059","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*042nb*","Juancho Hernangomez","(N/A)","PF,F","","1060","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03r7p*","Willy Hernangomez","(N/A)","C","","1061","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04qsx*","Kevin Hervey","(N/A)","SF,PF,F","","1062","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04jw1*","Isaiah Hicks","(N/A)","PF,F","","1063","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04ylf*","Stephan Hicks","IND","SG,G","","1064","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*079yq*","Cameron Hildreth","IND","PG,SG,G","","1065","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059fv*","Ahmed Hill","(N/A)","SG,G","","1066","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05wmn*","Malcolm Hill","(N/A)","SF,F","","1067","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*031ma*","Solomon Hill","(N/A)","SG,G,SF,F","","1068","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059ck*","Amir Hinton","(N/A)","PG,G","","1069","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qyw*","Nate Hinton","(N/A)","SG,G","","1070","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*0522u*","Jaylen Hoard","(N/A)","SF,PF,F","","1071","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06cp1*","D'Moi Hodge","(N/A)","SG,G","","1072","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*04qs0*","Aaron Holiday","(N/A)","PG,G","","1073","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03r7i*","Rondae Hollis-Jefferson","(N/A)","SF,F","","1074","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*058zc*","Aric Holman","(N/A)","PF,F,C","","1075","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03trr*","Jonathan Holmes","(N/A)","PF,F","","1076","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03r7r*","Richaun Holmes","(N/A)","PF,F,C","","1077","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*05qzk*","Caleb Homesley","(N/A)","SG,G","","1078","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*059q3*","Daulton Hommes","(N/A)","SF,F","","1079","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*027pk*","Tyler Honeycutt","(N/A)","SF,F","","1080","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03apy*","Rodney Hood","(N/A)","SG,G","","1081","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06cce*","Jalen Hood-Schifino","(N/A)","SG,G","","1082","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*03c6y*","Scotty Hopson","(N/A)","SG,G","","1083","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
"*06mof*","DJ Horne","(N/A)","PG,G","","1084","FA","","0","0","0","0","0","0","0","0","0","0","0","0.0","0"
