"ID","Player","Team","Position","Rookie","RkOv","Status","Opponent","FPts","FP/G","FG-","3PTM","FT-","PTS","REB","AST","ST","BLK","TO","3D","2D"
"*03e75*","Nikola Jokic","DEN","C","","1","FA","","1998.36","28.55","7.8","1.1","1.0","27.1","12.9","9.1","1.3","0.9","3.1","0.0","0"
"*04kj6*","Luka Doncic","LAL","PG,SG,G","","2","FA","","1988.7","28.41","11.8","3.9","1.8","32.7","9.3","9.8","1.4","0.5","4.0","0.0","0"
"*031m2*","Giannis Antetokounmpo","MIA","PF,F,C","","3","FA","","1855.98","26.51","7.2","0.5","3.6","29.9","11.7","6.5","1.2","1.1","3.4","0.0","0"
"*04qro*","Shai Gilgeous-Alexander","OKC","PG,G","","4","FA","@SA Tue 6:30PM","1615.95","23.09","9.1","1.3","1.1","29.1","5.5","6.0","2.1","0.8","2.2","0.0","0"
"*05uie*","Scottie Barnes","TOR","SF,PF,F,C","","5","FA","","1509.68","18.87","7.7","1.4","0.8","18.4","7.8","5.8","1.2","1.4","2.6","0.0","0"
"*06cch*","Victor Wembanyama","SA","C","","6","FA","OKC Tue 6:30PM","1489.02","22.91","8.8","1.9","1.1","21.8","10.9","4.3","1.3","3.7","3.8","0.0","0"
"*02nf1*","Anthony Davis","WAS","PF,F,C","","7","FA","","1476.35","22.71","6.9","0.4","1.1","22.5","12.0","3.1","1.1","2.2","1.9","0.0","0"
"*03xmv*","Jayson Tatum","BOS","SF,PF,F","","8","FA","@DET Tue 12:00PM","1469.79","21","10.0","3.0","1.0","26.1","8.0","4.8","1.0","0.6","2.5","0.0","0"
"*042n7*","Domantas Sabonis","SAC","PF,F,C","","9","FA","","1455.16","20.79","4.6","0.3","1.2","16.5","12.1","7.1","0.8","0.5","2.8","0.0","0"
"*05qug*","Anthony Edwards","MIN","SG,G,SF,F","","10","FA","","1421.25","18.95","10.7","2.4","1.0","25.5","5.5","5.2","1.3","0.6","3.0","0.0","0"
"*06ca8*","Amen Thompson","HOU","PG,SG,G,SF,PF,F","","11","FA","","1416.53","18.89","5.5","0.4","1.2","15.6","10.7","4.0","2.1","1.0","2.3","0.0","0"
"*03nwm*","Devin Booker","PHO","PG,SG,G,SF,F","","12","FA","","1413.37","20.19","9.5","2.2","0.7","26.5","4.6","7.0","0.9","0.4","2.6","0.0","0"
"*04qrk*","Trae Young","WAS","PG,G","","13","FA","","1391.88","19.88","10.3","3.2","1.0","24.6","2.6","10.4","1.4","0.2","4.2","0.0","0"
"*04ewf*","Bam Adebayo","MIA","PF,F,C","","14","FA","","1391.62","18.55","6.5","0.2","1.3","18.2","10.4","3.8","1.1","0.9","2.2","0.0","0"
"*001aw*","Kevin Durant","HOU","SG,G,SF,PF,F","","15","FA","","1389.99","19.86","8.7","2.2","0.8","25.7","6.5","4.7","0.9","1.2","3.2","0.0","0"
"*05uiq*","Alperen Sengun","HOU","PF,F,C","","16","FA","","1389.29","19.85","7.2","0.5","1.8","21.1","9.5","5.0","1.2","0.7","2.7","0.0","0"
"*03ajv*","Julius Randle","BKN","PF,F","","17","FA","","1373.85","18.32","9.0","1.7","1.3","22.6","8.8","4.7","0.6","0.3","3.3","0.0","0"
"*04qsa*","Jalen Brunson","NY","PG,G","","18","FA","PHI Tue 4:00PM","1372.91","19.61","10.9","2.5","0.9","27.7","3.5","6.7","0.9","0.2","2.4","0.0","0"
"*042n4*","Jamal Murray","DEN","PG,SG,G","","19","FA","","1361.1","18.15","8.9","2.3","0.5","21.0","4.3","7.1","1.0","0.6","2.2","0.0","0"
"*06210*","Paolo Banchero","ORL","PF,F","","20","FA","","1356.83","18.09","9.3","1.5","1.8","22.4","6.8","5.4","1.0","0.6","3.1","0.0","0"
"*02xg9*","Rudy Gobert","MIN","C","","21","FA","","1339.65","17.86","2.8","0.0","1.8","13.7","12.8","1.4","0.7","2.1","1.6","0.0","0"
"*04ewe*","Donovan Mitchell","CLE","PG,SG,G","","22","FA","","1320.97","18.87","9.7","3.1","0.7","23.7","4.7","5.6","1.6","0.6","2.7","0.0","0"
"*05uid*","Evan Mobley","CLE","PF,F,C","","23","FA","","1301.37","18.59","5.0","0.6","1.2","17.1","9.7","3.9","0.9","1.6","1.9","0.0","0"
"*03ad3*","Karl-Anthony Towns","NY","PF,F,C","","24","FA","PHI Tue 4:00PM","1292.32","17.23","7.5","2.2","0.6","21.3","8.2","2.9","0.7","0.6","2.8","0.0","0"
"*05qt3*","Desmond Bane","ORL","SG,G,SF,F","","25","FA","","1268.17","16.91","9.4","3.1","0.4","21.9","4.1","5.5","1.0","0.5","2.6","0.0","0"
"*01eo6*","James Harden","CLE","PG,SG,G","","26","FA","","1263.64","18.05","6.6","2.5","0.5","16.1","5.2","8.7","1.0","0.8","2.5","0.0","0"
"*042nm*","Pascal Siakam","IND","SF,PF,F,C","","27","FA","","1240.47","17.72","7.3","1.1","1.3","21.4","7.3","4.1","0.8","0.3","1.7","0.0","0"
"*05uib*","Cade Cunningham","DET","PG,SG,G","","28","FA","BOS Tue 12:00PM","1237.67","17.68","10.2","1.9","0.6","22.4","4.4","7.5","0.9","0.4","3.4","0.0","0"
"*05uiu*","Jalen Johnson","ATL","SF,PF,F","","29","FA","","1235.43","17.65","6.7","1.3","0.8","16.6","9.0","4.0","1.3","0.9","1.9","0.0","0"
"*04ewt*","Derrick White","BOS","PG,SG,G","","30","FA","@DET Tue 12:00PM","1227.67","16.37","6.6","2.8","0.2","15.9","4.5","5.8","1.0","1.2","1.6","0.0","0"
"*05uig*","Josh Giddey","CHI","PG,SG,G","","31","FA","","1221.15","17.45","6.9","1.4","0.4","15.8","8.2","6.4","0.8","0.7","2.6","0.0","0"
"*042n1*","Brandon Ingram","LAC","SG,G,SF,PF,F","","32","FA","","1209.53","17.28","8.3","1.4","1.0","21.0","5.3","6.0","0.8","0.7","2.6","0.0","0"
"*04azw*","Lauri Markkanen","UTA","SF,PF,F","","33","FA","","1205.16","18.54","8.6","3.2","0.5","23.3","8.1","2.0","0.9","0.5","1.4","0.0","0"
"*05qsq*","Tyrese Maxey","PHI","PG,SG,G","","34","FA","@NY Tue 4:00PM","1201.06","17.16","8.8","2.3","0.6","21.1","3.6","6.1","1.0","0.5","1.6","0.0","0"
"*049kb*","De'Aaron Fox","SA","PG,SG,G","","35","FA","OKC Tue 6:30PM","1189.72","17","9.6","2.4","1.2","22.3","4.0","4.8","1.7","0.3","2.2","0.0","0"
"*031lx*","CJ McCollum","ATL","PG,SG,G","","36","FA","","1188.08","15.84","8.6","3.3","0.3","19.2","4.3","4.5","0.9","0.6","1.6","0.0","0"
"*05qto*","LaMelo Ball","MIN","PG,G","","37","FA","","1180.34","18.16","9.8","2.8","0.6","21.3","4.8","7.4","1.7","0.2","3.5","0.0","0"
"*06211*","Chet Holmgren","OKC","PF,F,C","","38","FA","@SA Tue 6:30PM","1173.2","16.76","5.6","1.6","0.7","16.3","8.0","2.3","0.7","2.4","1.7","0.0","0"
"*05qtv*","Tyrese Haliburton","IND","PG,SG,G","","39","FA","","1159.62","19.33","7.7","2.6","0.4","18.3","3.8","10.0","1.1","0.7","2.1","0.0","0"
"*04qrn*","Mikal Bridges","NY","SG,G,SF,PF,F","","40","FA","PHI Tue 4:00PM","1141.04","14.26","8.6","2.8","0.7","18.7","4.3","3.6","0.9","0.4","2.0","0.0","0"
"*06v5h*","Derik Queen","NO","PF,F,C","","41","FA","","1140.4","14.26","3.8","0.5","0.8","12.5","8.5","2.1","0.9","1.3","1.5","0.0","0"
"*05qu9*","Immanuel Quickley","TOR","PG,SG,G","","42","FA","","1138.9","16.27","8.2","2.8","0.6","18.6","4.4","6.1","0.8","0.2","1.6","0.0","0"
"*05uj3*","Day'Ron Sharpe","BKN","C","","43","FA","","1126.86","16.1","3.7","0.2","1.4","12.4","11.6","2.5","0.8","1.3","2.1","0.0","0"
"*0011e*","LeBron James","PHI","SF,PF,F","","44","FA","@NY Tue 4:00PM","1120.8","18.68","6.2","1.6","1.3","20.0","7.0","6.5","1.1","0.6","3.2","0.0","0"
"*05qtj*","Deni Avdija","POR","SG,G,SF,PF,F","","45","FA","","1120.28","16","5.8","1.3","1.1","16.4","8.1","4.0","0.9","0.6","2.4","0.0","0"
"*01enh*","Stephen Curry","GS","PG,G","","46","FA","","1100.46","18.34","10.7","4.7","0.3","25.7","4.4","5.1","0.7","0.4","2.8","0.0","0"
"*027oz*","Kawhi Leonard","TOR","SF,PF,F","","47","FA","","1095.3","18.25","7.8","1.9","0.4","22.5","5.9","3.4","1.6","0.8","1.6","0.0","0"
"*051oi*","Ja Morant","POR","PG,G","","48","FA","","1092.3","18.2","8.6","1.7","1.1","21.5","5.1","7.4","0.7","0.5","2.8","0.0","0"
"*03al2*","Joel Embiid","PHI","C","","49","FA","@NY Tue 4:00PM","1088.15","21.76","7.0","0.9","1.1","25.3","9.3","4.7","1.0","1.4","3.3","0.0","0"
"*0621b*","Jalen Williams","OKC","SG,G,SF,PF,F","","50","FA","@SA Tue 6:30PM","1085.63","15.51","6.6","1.5","0.6","19.1","3.9","4.6","1.1","0.6","1.7","0.0","0"
"*05ujd*","Neemias Queta","BOS","C","","51","FA","@DET Tue 12:00PM","1084.8","14.46","2.9","0.1","0.7","11.1","9.4","1.7","0.9","1.3","0.9","0.0","0"
"*04qrj*","Jaren Jackson","UTA","PF,F,C","","52","FA","","1084.78","16.69","9.9","1.8","1.2","22.5","5.5","2.5","1.2","1.6","2.4","0.0","0"
"*05uic*","Jalen Green","PHO","PG,SG,G","","53","FA","","1083.39","15.48","9.7","2.6","0.8","20.9","5.3","3.9","0.8","0.4","2.5","0.0","0"
"*042nq*","Dejounte Murray","NO","PG,SG,G","","54","FA","","1081.4","16.64","8.9","2.3","0.6","19.5","4.6","6.2","1.2","0.3","2.2","0.0","0"
"*0621c*","Jalen Duren","DET","C","","55","FA","BOS Tue 12:00PM","1073.31","15.33","3.4","0.0","0.6","13.1","11.2","2.2","0.5","0.8","2.0","0.0","0"
"*0621l*","Walker Kessler","LAL","C","","56","FA","","1072.47","15.32","2.4","0.1","0.8","10.6","9.7","1.3","0.6","3.1","1.3","0.0","0"
"*051pb*","Nicolas Claxton","CHI","C","","57","FA","","1066.38","15.23","3.0","0.0","1.2","11.5","9.7","2.0","0.6","2.0","1.2","0.0","0"
"*06212*","Jabari Smith","HOU","SF,PF,F,C","","58","FA","","1064.78","14.2","6.3","1.9","0.5","14.5","8.3","1.6","0.7","0.8","1.3","0.0","0"
"*05qt1*","Payton Pritchard","BOS","PG,G","","59","FA","@DET Tue 12:00PM","1063.72","14.18","6.2","2.6","0.3","14.5","4.7","5.1","0.7","0.1","1.1","0.0","0"
"*05qtt*","Onyeka Okongwu","ATL","PF,F,C","","60","FA","","1060.95","14.15","3.2","0.5","0.6","12.7","8.3","1.6","0.6","1.4","1.0","0.0","0"
"*0527h*","Naz Reid","CHA","PF,F,C","","61","FA","","1057.57","14.1","6.5","2.5","0.6","16.1","6.4","1.7","0.9","1.1","1.6","0.0","0"
"*076vc*","Cameron Boozer","MEM","PF,F","R","62","FA","","1054.55","15.06","6.7","1.7","0.9","17.3","6.8","2.4","0.9","0.8","1.5","0.0","0"
"*05uus*","Austin Reaves","LAL","PG,SG,G,SF,F","","63","FA","","1054.41","15.06","6.3","2.0","0.5","16.3","4.7","6.0","0.8","0.3","2.3","0.0","0"
"*05qtr*","Devin Vassell","SA","SG,G,SF,F","","64","FA","OKC Tue 6:30PM","1053.78","15.05","8.1","2.4","0.6","19.2","3.9","4.2","1.1","0.4","1.6","0.0","0"
"*06v5l*","Cooper Flagg","DAL","PG,SG,G,SF,F","","65","FA","","1045.52","14.94","5.9","1.5","0.7","15.2","7.3","2.8","1.0","1.0","1.7","0.0","0"
"*06227*","Ryan Rollins","MIL","PG,SG,G","","66","FA","","1044.96","14.93","5.3","1.1","0.9","14.4","5.0","4.4","2.9","1.1","3.6","0.0","0"
"*03lls*","Jaylen Brown","PHI","SG,G,SF,F","","67","FA","@NY Tue 4:00PM","1044.47","14.92","7.0","1.7","1.3","18.6","5.4","3.4","1.2","0.6","2.3","0.0","0"
"*051oh*","Zion Williamson","NO","SF,PF,F","","68","FA","","1041.96","17.37","6.4","0.1","2.0","22.3","5.8","4.8","0.9","0.7","2.7","0.0","0"
"*06mk7*","Kel'el Ware","MIL","PF,F,C","","69","FA","","1040.25","13.87","3.8","0.5","0.8","12.5","8.4","2.0","0.8","1.2","1.6","0.0","0"
"*04ewm*","Jarrett Allen","CLE","C","","70","FA","","1039.43","14.85","3.5","0.0","0.9","14.0","8.8","2.3","0.6","0.9","1.4","0.0","0"
"*03ad2*","Myles Turner","MIL","C","","71","FA","","1036.84","14.81","5.7","1.5","0.9","16.6","6.9","1.3","0.5","1.9","1.4","0.0","0"
"*06mjz*","Donovan Clingan","POR","C","","72","FA","","1034.25","13.79","3.8","0.5","0.8","12.5","8.4","2.0","0.7","1.2","1.6","0.0","0"
"*05uir*","Trey Murphy","NO","SG,G,SF,PF,F","","73","FA","","1027.53","14.68","7.1","3.1","0.6","16.1","5.7","2.6","1.0","0.6","0.6","0.0","0"
"*06cc7*","Brandin Podziemski","GS","SG,G,SF,F","","74","FA","","1008.48","12.61","5.0","1.3","0.5","10.4","6.6","4.1","0.9","0.3","1.4","0.0","0"
"*04ewk*","John Collins","DET","SF,PF,F,C","","75","FA","BOS Tue 12:00PM","1000.02","14.29","5.1","1.2","0.6","15.3","8.5","1.1","0.6","0.9","1.5","0.0","0"
"*02nfz*","Draymond Green","GS","PF,F,C","","76","FA","","999.67","14.28","3.7","0.9","0.4","9.3","7.5","6.0","1.1","0.9","2.6","0.0","0"
"*03ams*","Zach LaVine","SAC","PG,SG,G,SF,F","","77","FA","","993.3","14.19","7.4","2.3","0.5","17.7","4.9","3.8","0.8","0.4","2.0","0.0","0"
"*042nt*","Ivica Zubac","IND","C","","78","FA","","991.06","14.16","2.8","0.0","0.6","12.1","9.7","1.5","0.4","1.2","1.2","0.0","0"
"*05ujs*","Sandro Mamukelashvili","LAL","PF,F,C","","79","FA","","989.48","13.19","4.5","1.0","0.5","11.3","7.7","2.6","0.5","0.7","0.8","0.0","0"
"*01uyj*","Paul George","BOS","SF,PF,F","","80","FA","@DET Tue 12:00PM","974.88","16.25","8.3","3.0","0.4","21.0","4.9","3.2","1.4","0.5","1.9","0.0","0"
"*06226*","Moussa Diabate","CHA","C","","81","FA","","970.06","13.86","3.8","0.5","1.3","11.3","8.3","1.4","1.7","1.1","1.1","0.0","0"
"*051ol*","Darius Garland","LAC","PG,G","","82","FA","","966.21","13.8","7.8","2.3","0.4","16.9","2.6","6.5","1.2","0.1","2.9","0.0","0"
"*04qrp*","Miles Bridges","PHO","SF,PF,F","","83","FA","","962.99","13.76","7.5","1.9","0.5","16.8","5.9","2.7","0.8","0.4","1.6","0.0","0"
"*05uih*","Jonathan Kuminga","MIN","PF,F,C","","84","FA","","960.05","13.72","6.1","0.8","1.0","18.1","5.3","2.4","0.8","0.6","1.9","0.0","0"
"*05uii*","Franz Wagner","ORL","SF,PF,F","","85","FA","","956.87","14.72","7.5","1.3","0.7","19.0","5.1","3.6","1.0","0.4","2.0","0.0","0"
"*03e6n*","Jusuf Nurkic","UTA","C","","86","FA","","954.36","15.91","3.8","0.3","1.3","10.7","11.1","3.8","1.1","1.1","2.3","0.0","0"
"*051ot*","Tyler Herro","MIL","PG,SG,G","","87","FA","","951.08","14.63","8.9","2.9","0.4","18.8","5.0","4.0","0.7","0.1","1.9","0.0","0"
"*06217*","Dyson Daniels","ATL","PG,SG,G,SF,F","","88","FA","","948","12.64","4.2","1.1","0.6","9.3","5.6","3.8","2.0","0.5","1.4","0.0","0"
"*076t0*","Caleb Wilson","CHI","PF,F","R","89","FA","","947.87","13.54","5.4","1.4","0.7","13.8","6.8","2.4","0.9","0.8","1.5","0.0","0"
"*04ex6*","Isaiah Hartenstein","OKC","C","","90","FA","@SA Tue 6:30PM","940.52","13.44","1.9","0.0","0.6","8.4","8.4","2.7","1.2","1.2","1.2","0.0","0"
"*06213*","Keegan Murray","SAC","SF,PF,F","","91","FA","","940.1","13.43","6.8","2.3","0.3","15.3","5.4","1.8","1.0","0.8","0.8","0.0","0"
"*01eon*","DeMar DeRozan","DEN","SF,PF,F","","92","FA","","938.56","13.41","6.5","0.7","0.8","17.6","3.2","4.0","0.8","0.5","1.2","0.0","0"
"*06v5r*","Egor Demin","BKN","PG,G","","93","FA","","936.74","13.38","6.3","1.9","0.4","14.8","3.8","4.9","1.1","0.3","1.8","0.0","0"
"*06cca*","Brandon Miller","CHA","SG,G,SF,PF,F","","94","FA","","933.8","13.34","8.4","2.6","0.4","18.1","4.4","2.4","0.9","0.6","1.8","0.0","0"
"*04qrl*","Wendell Carter","ORL","C","","95","FA","","930.58","13.29","4.0","1.2","0.9","12.4","8.0","2.1","0.7","0.6","1.4","0.0","0"
"*04848*","Fred VanVleet","HOU","PG,G","","96","FA","","928.44","15.47","7.1","2.7","0.8","14.7","3.5","7.0","1.2","0.7","1.6","0.0","0"
"*027oj*","Kyrie Irving","DAL","PG,SG,G","","97","FA","","927.74","16.87","7.6","2.3","0.3","20.4","4.7","4.7","1.2","0.5","1.8","0.0","0"
"*06v5k*","VJ Edgecombe","PHI","SG,G","","98","FA","@NY Tue 4:00PM","927","12.36","5.4","1.8","0.5","12.6","4.8","3.8","1.0","0.5","1.8","0.0","0"
"*04ewu*","Josh Hart","NY","SG,G,SF,F","","99","FA","PHI Tue 4:00PM","925.89","13.23","4.8","1.0","0.4","9.3","8.0","4.4","0.9","0.3","1.4","0.0","0"
"*03nwn*","Bobby Portis","MIA","PF,F,C","","100","FA","","923.72","13.2","5.8","1.2","0.3","14.2","7.6","1.3","0.8","0.4","1.0","0.0","0"
"*06v5n*","Kon Knueppel","CHA","PG,SG,G,SF,F","","101","FA","","922.88","12.3","6.1","2.1","0.4","13.8","4.4","3.4","0.9","0.4","1.6","0.0","0"
"*076t6*","Darius Acuff","SAC","PG,G","R","102","FA","","915.11","13.07","6.1","1.8","0.4","14.3","3.7","4.9","1.1","0.3","1.8","0.0","0"
"*076tk*","Mikel Brown","BKN","PG,G","R","103","FA","","915.11","13.07","6.1","1.8","0.4","14.3","3.7","4.9","1.1","0.3","1.8","0.0","0"
"*051oj*","RJ Barrett","TOR","SG,G,SF,PF,F","","104","FA","","912","15.2","7.7","1.6","1.6","20.3","5.6","3.8","0.6","0.4","2.2","0.0","0"
"*076ta*","AJ Dybantsa","WAS","SF,F","R","105","FA","","909.37","12.99","6.4","2.0","0.5","15.3","4.8","2.8","0.9","0.5","1.4","0.0","0"
"*06cd4*","Toumani Camara","POR","PF,F,C","","106","FA","","906.56","11.33","4.5","1.1","0.4","10.5","6.3","1.8","1.3","0.6","1.6","0.0","0"
"*06v5y*","Dylan Harper","SA","PG,SG,G,SF,F","","107","FA","OKC Tue 6:30PM","906.01","12.94","6.1","1.8","0.4","14.3","3.6","4.8","1.1","0.3","1.7","0.0","0"
"*06ccf*","Ausar Thompson","DET","SG,G,SF,PF,F","","108","FA","BOS Tue 12:00PM","903.15","12.04","4.2","0.5","0.9","10.0","7.0","2.1","1.2","1.0","1.5","0.0","0"
"*051on*","Coby White","CHA","PG,SG,G","","109","FA","","895.02","12.79","7.2","2.2","0.4","16.0","3.9","4.3","0.5","0.2","1.8","0.0","0"
"*04qrm*","Collin Sexton","LAL","PG,SG,G","","110","FA","","891.87","12.74","6.4","1.6","0.6","17.4","2.4","4.6","0.8","0.2","2.0","0.0","0"
"*06mk1*","Zach Edey","MEM","C","","111","FA","","887.18","13.65","3.7","0.5","0.8","12.1","8.1","1.9","0.8","1.3","1.4","0.0","0"
"*06mk3*","Matas Buzelis","CHI","SF,PF,F","","112","FA","","877.27","11.7","5.6","1.7","0.5","13.3","5.0","2.3","0.8","0.4","1.3","0.0","0"
"*04qrr*","Michael Porter","BKN","SF,PF,F","","113","FA","","876.06","14.6","6.8","2.7","0.3","17.2","7.1","1.6","0.5","0.6","1.2","0.0","0"
"*06mju*","Alex Sarr","WAS","PF,F,C","","114","FA","","874.09","12.49","5.2","1.3","0.7","13.4","6.4","2.1","0.7","0.7","1.5","0.0","0"
"*06mk8*","Jared McCain","OKC","SG,G","","115","FA","@SA Tue 6:30PM","870.8","12.44","5.9","1.7","0.4","13.7","4.0","4.3","1.2","0.4","2.1","0.0","0"
"*0622i*","Gui Santos","GS","SF,PF,F","","116","FA","","865.69","12.37","4.7","1.6","0.3","12.3","6.8","2.3","0.6","0.5","1.3","0.0","0"
"*051os*","P.J. Washington","DAL","SF,PF,F,C","","117","FA","","864.22","12.35","6.2","1.9","0.7","13.3","5.8","1.8","1.0","0.9","1.4","0.0","0"
"*02nf9*","Andre Drummond","NY","C","","118","FA","PHI Tue 4:00PM","863.38","12.33","2.9","0.0","1.2","9.3","10.1","0.5","1.1","0.7","1.2","0.0","0"
"*05qtq*","Tre Jones","CHI","PG,G","","119","FA","","862.19","12.32","3.8","0.9","0.2","10.2","3.8","6.2","1.0","0.2","1.6","0.0","0"
"*06v5a*","Collin Murray-Boyles","TOR","PF,F,C","","120","FA","","858.48","12.26","4.8","1.2","0.6","12.4","6.0","2.3","0.8","0.8","1.4","0.0","0"
"*06mjv*","Reed Sheppard","HOU","PG,SG,G","","121","FA","","858.38","11.45","5.5","1.6","0.4","12.7","3.6","4.1","1.0","0.2","1.9","0.0","0"
"*06mlk*","Ajay Mitchell","OKC","PG,SG,G,SF,F","","122","FA","@SA Tue 6:30PM","857.43","12.25","6.3","1.9","0.4","14.7","3.8","4.6","0.8","0.0","2.2","0.0","0"
"*051pi*","Daniel Gafford","DAL","C","","123","FA","","853.32","13.13","1.8","0.0","0.8","10.3","7.2","1.7","0.8","1.9","1.0","0.0","0"
"*06cac*","Cason Wallace","OKC","PG,SG,G,SF,F","","124","FA","@SA Tue 6:30PM","850.32","10.63","4.3","1.8","0.3","11.0","3.3","2.2","1.3","0.7","0.8","0.0","0"
"*049kc*","Malik Monk","SAC","PG,SG,G","","125","FA","","846.86","12.1","6.7","1.8","0.5","14.7","2.9","4.8","0.6","0.6","2.0","0.0","0"
"*051ox*","Nickeil Alexander-Walker","ATL","PG,SG,G,SF,F","","126","FA","","844.12","11.26","5.3","2.3","0.3","11.9","2.9","3.4","1.1","0.7","1.3","0.0","0"
"*03el5*","Kristaps Porzingis","GS","PF,F,C","","127","FA","","834.8","16.7","6.1","1.9","0.7","19.0","6.8","2.0","0.7","1.9","1.5","0.0","0"
"*051op*","Rui Hachimura","LAC","PF,F","","128","FA","","833.56","11.91","5.0","1.6","0.6","15.1","4.8","1.3","0.7","0.4","0.8","0.0","0"
"*06mll*","Jaylen Wells","MEM","SG,G,SF,F","","129","FA","","830.41","11.86","5.4","1.7","0.5","12.9","4.7","2.3","1.1","0.6","1.1","0.0","0"
"*04ewn*","OG Anunoby","NY","SF,PF,F","","130","FA","PHI Tue 4:00PM","826.49","11.81","5.7","1.8","0.5","14.0","4.1","2.0","1.3","0.7","1.6","0.0","0"
"*06v57*","Ace Bailey","UTA","PG,SG,G,SF,PF,F","","131","FA","","822.5","11.75","5.4","1.7","0.5","12.9","4.7","2.7","0.9","0.5","1.3","0.0","0"
"*06mjw*","Stephon Castle","SA","PG,SG,G","","132","FA","OKC Tue 6:30PM","821.59","11.74","5.9","2.0","0.4","13.3","4.2","3.3","0.9","0.4","1.7","0.0","0"
"*031mb*","Tim Hardaway","MIA","SG,G,SF,F","","133","FA","","818.72","10.23","7.3","2.6","0.3","14.3","3.2","1.9","0.5","0.1","0.9","0.0","0"
"*05qt0*","Saddiq Bey","NO","SF,PF,F","","134","FA","","817.39","11.68","6.2","1.7","0.5","13.3","6.2","1.4","0.8","0.2","0.9","0.0","0"
"*06v5v*","Cedric Coward","MEM","SG,G,SF,F","","135","FA","","817.39","11.68","5.8","2.0","0.4","12.9","4.2","3.2","1.0","0.5","1.6","0.0","0"
"*06mmf*","Daniss Jenkins","DET","PG,G","","136","FA","BOS Tue 12:00PM","815.22","11.65","5.5","1.6","0.4","12.7","3.6","4.2","1.0","0.5","2.1","0.0","0"
"*06mkg*","Kyshawn George","WAS","SG,G,SF,PF,F","","137","FA","","814.73","11.64","5.4","1.7","0.5","12.9","4.8","2.4","1.0","0.3","1.1","0.0","0"
"*042n6*","Jakob Poeltl","TOR","C","","138","FA","","814.62","13.58","2.7","0.0","0.9","10.8","8.1","2.5","0.7","1.5","1.5","0.0","0"
"*06v88*","Maxime Raynaud","SAC","PF,F,C","","139","FA","","814.45","11.63","3.1","0.4","0.7","10.3","6.9","1.8","0.6","1.0","1.1","0.0","0"
"*03nwk*","Kelly Oubre Jr.","IND","SF,PF,F","","140","FA","","813.09","12.51","7.2","1.4","0.8","15.3","5.1","1.8","1.2","0.7","1.3","0.0","0"
"*0621k*","Christian Braun","DEN","SG,G,SF,F","","141","FA","","810.46","11.58","4.9","1.2","0.8","11.0","5.9","2.5","0.8","0.6","1.1","0.0","0"
"*051p9*","Keldon Johnson","SA","SG,G,SF,F","","142","FA","OKC Tue 6:30PM","808.8","10.78","5.7","1.6","0.5","13.0","4.6","2.3","0.6","0.2","1.3","0.0","0"
"*06cby*","Keyonte George","UTA","PG,G","","143","FA","","806.19","11.52","7.6","2.2","0.4","15.0","3.2","4.9","0.6","0.1","2.8","0.0","0"
"*076t9*","Darryn Peterson","UTA","SG,G","R","144","FA","","806.19","11.52","5.8","2.0","0.4","12.9","4.0","3.2","0.9","0.4","1.4","0.0","0"
"*0623e*","Collin Gillespie","PHO","PG,G","","145","FA","","805.58","10.74","5.0","1.8","0.5","11.9","2.9","3.8","1.4","0.0","1.6","0.0","0"
"*03al0*","Aaron Gordon","DEN","PF,F,C","","146","FA","","803.64","13.39","4.2","0.6","1.2","13.3","6.3","3.5","0.8","0.6","1.4","0.0","0"
"*02ym0*","Andrew Wiggins","MIA","SG,G,SF,F","","147","FA","","800.52","11.44","6.2","1.4","0.6","14.1","5.0","1.9","0.6","0.6","1.3","0.0","0"
"*0621t*","Peyton Watson","CLE","SG,G,SF,PF,F","","148","FA","","800.17","11.43","4.9","1.0","0.7","10.8","5.3","1.7","0.9","1.7","1.2","0.0","0"
"*05qt4*","Aaron Nesmith","IND","SF,PF,F","","149","FA","","797.09","11.39","5.0","2.0","0.5","13.2","4.0","1.8","1.0","0.8","1.0","0.0","0"
"*05uj9*","Herbert Jones","NO","SG,G,SF,PF,F","","150","FA","","794.92","11.36","3.9","1.5","0.3","11.4","3.4","2.7","1.5","0.9","1.2","0.0","0"
"*06v5f*","Khaman Maluach","PHO","C","","151","FA","","794.58","13.24","3.5","0.5","0.7","11.6","8.0","1.9","0.8","1.2","1.4","0.0","0"
"*0558t*","Max Strus","LAC","SG,G,SF,F","","152","FA","","794.5","11.35","5.4","2.1","0.3","11.4","4.3","3.6","0.8","0.4","1.4","0.0","0"
"*06mlr*","Jamal Shead","TOR","PG,G","","153","FA","","791.02","10.55","5.0","1.5","0.4","11.7","3.4","3.7","1.0","0.3","1.9","0.0","0"
"*05uj4*","Santi Aldama","DAL","PF,F,C","","154","FA","","787.22","12.11","5.5","1.8","0.6","11.4","6.1","2.3","0.8","0.9","1.2","0.0","0"
"*0621x*","Jaylin Williams","OKC","PF,F,C","","155","FA","@SA Tue 6:30PM","784.91","11.21","3.7","1.3","0.3","8.0","6.0","3.1","0.8","0.7","0.8","0.0","0"
"*06mkd*","Yves Missi","NO","PF,F,C","","156","FA","","777.84","11.11","3.0","0.4","0.6","9.8","6.6","1.6","0.7","1.0","1.2","0.0","0"
"*076sx*","Yaxel Lendeborg","GS","SF,F","R","157","FA","","758.17","10.83","4.3","1.1","0.5","11.1","5.4","1.9","0.7","0.7","1.2","0.0","0"
